trip_id,station_id,station_name,station_city,charger_type,num_ports,avg_wait_min,operational,distance_from_route_km,is_recommended
TR000013,CS_01_2,ChargePoint Colombo #2,Colombo,AC_22kW,2,27,True,5,0
TR000014,CS_04_3,ChargePoint Matara #3,Matara,DC_120kW,3,11,True,5,1
TR000014,CS_08_2,ChargePoint Jaffna #2,Jaffna,AC_22kW,2,5,True,5,0
TR000014,CS_08_3,ChargePoint Jaffna #3,Jaffna,AC_22kW,1,2,True,5,0
TR000015,CS_10_2,ChargePoint Ratnapura #2,Ratnapura,AC_7kW,2,19,True,5,1
TR000015,CS_07_2,ChargePoint Trincomalee #2,Trincomalee,DC_50kW,1,22,True,5,1
TR000015,CS_10_1,ChargePoint Ratnapura #1,Ratnapura,AC_22kW,3,7,True,5,1
TR000016,CS_02_1,ChargePoint Galle #1,Galle,AC_7kW,2,18,True,5,1
TR000016,CS_06_2,ChargePoint Anuradhapura #2,Anuradhapura,DC_50kW,3,15,True,5,1
TR000016,CS_02_2,ChargePoint Galle #2,Galle,DC_120kW,1,10,True,5,1
TR000017,CS_09_2,ChargePoint Batticaloa #2,Batticaloa,AC_7kW,2,2,True,5,1
TR000017,CS_09_1,ChargePoint Batticaloa #1,Batticaloa,AC_7kW,1,10,True,5,0
TR000017,CS_09_3,ChargePoint Batticaloa #3,Batticaloa,AC_7kW,2,10,False,5,0
TR000018,CS_03_3,ChargePoint Kandy #3,Kandy,DC_50kW,3,17,True,5,1
TR000018,CS_09_1,ChargePoint Batticaloa #1,Batticaloa,AC_7kW,1,10,True,5,0
TR000018,CS_03_1,ChargePoint Kandy #1,Kandy,AC_22kW,3,11,False,5,0
TR000019,CS_02_1,ChargePoint Galle #1,Galle,AC_7kW,2,18,True,5,1
TR000019,CS_08_3,ChargePoint Jaffna #3,Jaffna,AC_22kW,1,2,True,5,1
TR000019,CS_08_1,ChargePoint Jaffna #1,Jaffna,DC_120kW,1,19,True,5,0
TR000020,CS_07_2,ChargePoint Trincomalee #2,Trincomalee,DC_50kW,1,22,True,5,1
TR000020,CS_07_3,ChargePoint Trincomalee #3,Trincomalee,AC_7kW,1,19,True,5,0
TR000020,CS_03_3,ChargePoint Kandy #3,Kandy,DC_50kW,3,17,True,5,1
TR000021,CS_04_3,ChargePoint Matara #3,Matara,DC_120kW,3,11,True,5,1
TR000021,CS_02_1,ChargePoint Galle #1,Galle,AC_7kW,2,18,True,5,0
TR000021,CS_04_2,ChargePoint Matara #2,Matara,DC_120kW,2,11,True,5,0
TR000022,CS_04_2,ChargePoint Matara #2,Matara,DC_120kW,2,11,True,5,1
TR000022,CS_09_1,ChargePoint Batticaloa #1,Batticaloa,AC_7kW,1,10,True,5,0
TR000022,CS_09_3,ChargePoint Batticaloa #3,Batticaloa,AC_7kW,2,10,False,5,0
TR000023,CS_10_1,ChargePoint Ratnapura #1,Ratnapura,AC_22kW,3,7,True,5,1
TR000023,CS_10_2,ChargePoint Ratnapura #2,Ratnapura,AC_7kW,2,19,True,5,0
TR000023,CS_01_1,ChargePoint Colombo #1,Colombo,DC_120kW,2,16,True,5,1
TR000024,CS_08_2,ChargePoint Jaffna #2,Jaffna,AC_22kW,2,5,True,5,1
TR000024,CS_01_1,ChargePoint Colombo #1,Colombo,DC_120kW,2,16,True,5,0
TR000024,CS_08_1,ChargePoint Jaffna #1,Jaffna,DC_120kW,1,19,True,5,0
TR000025,CS_07_1,ChargePoint Trincomalee #1,Trincomalee,DC_120kW,1,3,True,5,1
TR000025,CS_04_2,ChargePoint Matara #2,Matara,DC_120kW,2,11,True,5,0
TR000025,CS_04_3,ChargePoint Matara #3,Matara,DC_120kW,3,11,True,5,0
TR000026,CS_07_3,ChargePoint Trincomalee #3,Trincomalee,AC_7kW,1,19,True,5,1
TR000026,CS_09_3,ChargePoint Batticaloa #3,Batticaloa,AC_7kW,2,10,False,5,0
TR000026,CS_07_1,ChargePoint Trincomalee #1,Trincomalee,DC_120kW,1,3,True,5,1
TR000027,CS_10_2,ChargePoint Ratnapura #2,Ratnapura,AC_7kW,2,19,True,5,1
TR000027,CS_07_2,ChargePoint Trincomalee #2,Trincomalee,DC_50kW,1,22,True,5,1
TR000027,CS_10_1,ChargePoint Ratnapura #1,Ratnapura,AC_22kW,3,7,True,5,1
TR000028,CS_05_1,ChargePoint Kurunegala #1,Kurunegala,AC_7kW,1,10,True,5,1
TR000028,CS_05_2,ChargePoint Kurunegala #2,Kurunegala,DC_50kW,2,8,True,5,1
TR000028,CS_10_1,ChargePoint Ratnapura #1,Ratnapura,AC_22kW,3,7,True,5,0
TR000029,CS_01_3,ChargePoint Colombo #3,Colombo,AC_22kW,2,3,True,5,1
TR000029,CS_01_2,ChargePoint Colombo #2,Colombo,AC_22kW,2,27,True,5,0
TR000029,CS_04_3,ChargePoint Matara #3,Matara,DC_120kW,3,11,True,5,1
TR000030,CS_10_1,ChargePoint Ratnapura #1,Ratnapura,AC_22kW,3,7,True,5,1
TR000030,CS_10_3,ChargePoint Ratnapura #3,Ratnapura,AC_22kW,1,0,True,5,1
TR000030,CS_02_3,ChargePoint Galle #3,Galle,DC_120kW,1,17,True,5,0
TR000031,CS_07_2,ChargePoint Trincomalee #2,Trincomalee,DC_50kW,1,22,True,5,1
TR000031,CS_01_1,ChargePoint Colombo #1,Colombo,DC_120kW,2,16,True,5,1
TR000031,CS_01_3,ChargePoint Colombo #3,Colombo,AC_22kW,2,3,True,5,1
TR000032,CS_03_1,ChargePoint Kandy #1,Kandy,AC_22kW,3,11,False,5,1
TR000032,CS_03_3,ChargePoint Kandy #3,Kandy,DC_50kW,3,17,True,5,1
TR000032,CS_10_2,ChargePoint Ratnapura #2,Ratnapura,AC_7kW,2,19,True,5,0
TR000033,CS_04_3,ChargePoint Matara #3,Matara,DC_120kW,3,11,True,5,1
TR000033,CS_03_1,ChargePoint Kandy #1,Kandy,AC_22kW,3,11,False,5,0
TR000033,CS_04_2,ChargePoint Matara #2,Matara,DC_120kW,2,11,True,5,0
TR000034,CS_04_1,ChargePoint Matara #1,Matara,DC_120kW,2,7,False,5,1
TR000034,CS_10_3,ChargePoint Ratnapura #3,Ratnapura,AC_22kW,1,0,True,5,1
TR000034,CS_04_2,ChargePoint Matara #2,Matara,DC_120kW,2,11,True,5,0
TR000035,CS_03_2,ChargePoint Kandy #2,Kandy,DC_50kW,2,24,True,5,1
TR000035,CS_04_1,ChargePoint Matara #1,Matara,DC_120kW,2,7,False,5,0
TR000035,CS_04_3,ChargePoint Matara #3,Matara,DC_120kW,3,11,True,5,1
TR000036,CS_02_2,ChargePoint Galle #2,Galle,DC_120kW,1,10,True,5,1
TR000036,CS_09_2,ChargePoint Batticaloa #2,Batticaloa,AC_7kW,2,2,True,5,0
TR000036,CS_02_1,ChargePoint Galle #1,Galle,AC_7kW,2,18,True,5,0
TR000037,CS_02_1,ChargePoint Galle #1,Galle,AC_7kW,2,18,True,5,1
TR000037,CS_02_2,ChargePoint Galle #2,Galle,DC_120kW,1,10,True,5,1
TR000037,CS_06_1,ChargePoint Anuradhapura #1,Anuradhapura,AC_22kW,3,13,True,5,0
TR000038,CS_04_3,ChargePoint Matara #3,Matara,DC_120kW,3,11,True,5,1
TR000038,CS_04_2,ChargePoint Matara #2,Matara,DC_120kW,2,11,True,5,0
TR000038,CS_04_1,ChargePoint Matara #1,Matara,DC_120kW,2,7,False,5,0
TR000039,CS_06_2,ChargePoint Anuradhapura #2,Anuradhapura,DC_50kW,3,15,True,5,1
TR000039,CS_04_1,ChargePoint Matara #1,Matara,DC_120kW,2,7,False,5,0
TR000039,CS_04_2,ChargePoint Matara #2,Matara,DC_120kW,2,11,True,5,1
TR000040,CS_06_1,ChargePoint Anuradhapura #1,Anuradhapura,AC_22kW,3,13,True,5,1
TR000040,CS_09_2,ChargePoint Batticaloa #2,Batticaloa,AC_7kW,2,2,True,5,1
TR000040,CS_09_3,ChargePoint Batticaloa #3,Batticaloa,AC_7kW,2,10,False,5,0
TR000041,CS_07_3,ChargePoint Trincomalee #3,Trincomalee,AC_7kW,1,19,True,5,1
TR000041,CS_05_3,ChargePoint Kurunegala #3,Kurunegala,AC_22kW,1,16,True,5,1
TR000041,CS_05_2,ChargePoint Kurunegala #2,Kurunegala,DC_50kW,2,8,True,5,1
TR000042,CS_01_1,ChargePoint Colombo #1,Colombo,DC_120kW,2,16,True,5,1
TR000042,CS_01_2,ChargePoint Colombo #2,Colombo,AC_22kW,2,27,True,5,0
TR000042,CS_07_3,ChargePoint Trincomalee #3,Trincomalee,AC_7kW,1,19,True,5,0
TR000043,CS_06_1,ChargePoint Anuradhapura #1,Anuradhapura,AC_22kW,3,13,True,5,1
TR000043,CS_09_1,ChargePoint Batticaloa #1,Batticaloa,AC_7kW,1,10,True,5,1
TR000043,CS_06_2,ChargePoint Anuradhapura #2,Anuradhapura,DC_50kW,3,15,True,5,1
TR000044,CS_10_3,ChargePoint Ratnapura #3,Ratnapura,AC_22kW,1,0,True,5,1
TR000044,CS_03_1,ChargePoint Kandy #1,Kandy,AC_22kW,3,11,False,5,0
TR000044,CS_10_1,ChargePoint Ratnapura #1,Ratnapura,AC_22kW,3,7,True,5,0
TR000045,CS_10_1,ChargePoint Ratnapura #1,Ratnapura,AC_22kW,3,7,True,5,1
TR000045,CS_10_3,ChargePoint Ratnapura #3,Ratnapura,AC_22kW,1,0,True,5,1
TR000045,CS_07_1,ChargePoint Trincomalee #1,Trincomalee,DC_120kW,1,3,True,5,1
TR000046,CS_05_1,ChargePoint Kurunegala #1,Kurunegala,AC_7kW,1,10,True,5,1
TR000046,CS_02_3,ChargePoint Galle #3,Galle,DC_120kW,1,17,True,5,1
TR000046,CS_02_2,ChargePoint Galle #2,Galle,DC_120kW,1,10,True,5,1
TR000047,CS_06_2,ChargePoint Anuradhapura #2,Anuradhapura,DC_50kW,3,15,True,5,1
TR000047,CS_04_3,ChargePoint Matara #3,Matara,DC_120kW,3,11,True,5,1
TR000047,CS_04_1,ChargePoint Matara #1,Matara,DC_120kW,2,7,False,5,0
TR000048,CS_10_2,ChargePoint Ratnapura #2,Ratnapura,AC_7kW,2,19,True,5,1
TR000048,CS_10_1,ChargePoint Ratnapura #1,Ratnapura,AC_22kW,3,7,True,5,1
TR000048,CS_06_1,ChargePoint Anuradhapura #1,Anuradhapura,AC_22kW,3,13,True,5,0
TR000049,CS_10_1,ChargePoint Ratnapura #1,Ratnapura,AC_22kW,3,7,True,5,1
TR000049,CS_10_2,ChargePoint Ratnapura #2,Ratnapura,AC_7kW,2,19,True,5,0
TR000049,CS_10_3,ChargePoint Ratnapura #3,Ratnapura,AC_22kW,1,0,True,5,1
TR000050,CS_02_1,ChargePoint Galle #1,Galle,AC_7kW,2,18,True,5,1
TR000050,CS_02_2,ChargePoint Galle #2,Galle,DC_120kW,1,10,True,5,1
TR000050,CS_08_3,ChargePoint Jaffna #3,Jaffna,AC_22kW,1,2,True,5,0
TR000051,CS_01_2,ChargePoint Colombo #2,Colombo,AC_22kW,2,27,True,5,1
TR000051,CS_09_3,ChargePoint Batticaloa #3,Batticaloa,AC_7kW,2,10,False,5,0
TR000051,CS_01_3,ChargePoint Colombo #3,Colombo,AC_22kW,2,3,True,5,1
TR000052,CS_02_1,ChargePoint Galle #1,Galle,AC_7kW,2,18,True,5,1
TR000052,CS_08_2,ChargePoint Jaffna #2,Jaffna,AC_22kW,2,5,True,5,1
TR000052,CS_08_3,ChargePoint Jaffna #3,Jaffna,AC_22kW,1,2,True,5,1
TR000053,CS_01_2,ChargePoint Colombo #2,Colombo,AC_22kW,2,27,True,5,1
TR000053,CS_01_3,ChargePoint Colombo #3,Colombo,AC_22kW,2,3,True,5,1
TR000053,CS_05_3,ChargePoint Kurunegala #3,Kurunegala,AC_22kW,1,16,True,5,0
TR000054,CS_09_2,ChargePoint Batticaloa #2,Batticaloa,AC_7kW,2,2,True,5,1
TR000054,CS_02_2,ChargePoint Galle #2,Galle,DC_120kW,1,10,True,5,1
TR000054,CS_02_3,ChargePoint Galle #3,Galle,DC_120kW,1,17,True,5,0
TR000055,CS_01_3,ChargePoint Colombo #3,Colombo,AC_22kW,2,3,True,5,1
TR000055,CS_04_2,ChargePoint Matara #2,Matara,DC_120kW,2,11,True,5,1
TR000055,CS_04_1,ChargePoint Matara #1,Matara,DC_120kW,2,7,False,5,0
TR000056,CS_03_3,ChargePoint Kandy #3,Kandy,DC_50kW,3,17,True,5,1
TR000056,CS_03_2,ChargePoint Kandy #2,Kandy,DC_50kW,2,24,True,5,0
TR000056,CS_01_3,ChargePoint Colombo #3,Colombo,AC_22kW,2,3,True,5,1
TR000057,CS_02_1,ChargePoint Galle #1,Galle,AC_7kW,2,18,True,5,1
TR000057,CS_08_3,ChargePoint Jaffna #3,Jaffna,AC_22kW,1,2,True,5,1
TR000057,CS_08_1,ChargePoint Jaffna #1,Jaffna,DC_120kW,1,19,True,5,0
TR000058,CS_07_3,ChargePoint Trincomalee #3,Trincomalee,AC_7kW,1,19,True,5,1
TR000058,CS_07_2,ChargePoint Trincomalee #2,Trincomalee,DC_50kW,1,22,True,5,1
TR000058,CS_08_3,ChargePoint Jaffna #3,Jaffna,AC_22kW,1,2,True,5,1
TR000059,CS_07_2,ChargePoint Trincomalee #2,Trincomalee,DC_50kW,1,22,True,5,1
TR000059,CS_07_3,ChargePoint Trincomalee #3,Trincomalee,AC_7kW,1,19,True,5,0
TR000059,CS_03_2,ChargePoint Kandy #2,Kandy,DC_50kW,2,24,True,5,0
TR000060,CS_03_1,ChargePoint Kandy #1,Kandy,AC_22kW,3,11,False,5,1
TR000060,CS_03_3,ChargePoint Kandy #3,Kandy,DC_50kW,3,17,True,5,1
TR000060,CS_01_1,ChargePoint Colombo #1,Colombo,DC_120kW,2,16,True,5,1
TR000061,CS_05_3,ChargePoint Kurunegala #3,Kurunegala,AC_22kW,1,16,True,5,1
TR000061,CS_07_1,ChargePoint Trincomalee #1,Trincomalee,DC_120kW,1,3,True,5,1
TR000061,CS_05_1,ChargePoint Kurunegala #1,Kurunegala,AC_7kW,1,10,True,5,0
TR000062,CS_03_2,ChargePoint Kandy #2,Kandy,DC_50kW,2,24,True,5,1
TR000062,CS_03_1,ChargePoint Kandy #1,Kandy,AC_22kW,3,11,False,5,0
TR000062,CS_04_1,ChargePoint Matara #1,Matara,DC_120kW,2,7,False,5,0
TR000063,CS_09_2,ChargePoint Batticaloa #2,Batticaloa,AC_7kW,2,2,True,5,1
TR000063,CS_09_3,ChargePoint Batticaloa #3,Batticaloa,AC_7kW,2,10,False,5,0
TR000063,CS_08_2,ChargePoint Jaffna #2,Jaffna,AC_22kW,2,5,True,5,0
TR000064,CS_08_3,ChargePoint Jaffna #3,Jaffna,AC_22kW,1,2,True,5,1
TR000064,CS_08_2,ChargePoint Jaffna #2,Jaffna,AC_22kW,2,5,True,5,0
TR000064,CS_10_3,ChargePoint Ratnapura #3,Ratnapura,AC_22kW,1,0,True,5,1
TR000065,CS_02_3,ChargePoint Galle #3,Galle,DC_120kW,1,17,True,5,1
TR000065,CS_02_2,ChargePoint Galle #2,Galle,DC_120kW,1,10,True,5,1
TR000065,CS_02_1,ChargePoint Galle #1,Galle,AC_7kW,2,18,True,5,0
TR000066,CS_08_3,ChargePoint Jaffna #3,Jaffna,AC_22kW,1,2,True,5,1
TR000066,CS_06_3,ChargePoint Anuradhapura #3,Anuradhapura,AC_22kW,1,15,True,5,0
TR000066,CS_08_1,ChargePoint Jaffna #1,Jaffna,DC_120kW,1,19,True,5,0
TR000067,CS_05_3,ChargePoint Kurunegala #3,Kurunegala,AC_22kW,1,16,True,5,1
TR000067,CS_06_1,ChargePoint Anuradhapura #1,Anuradhapura,AC_22kW,3,13,True,5,1
TR000067,CS_05_2,ChargePoint Kurunegala #2,Kurunegala,DC_50kW,2,8,True,5,1
TR000068,CS_05_3,ChargePoint Kurunegala #3,Kurunegala,AC_22kW,1,16,True,5,1
TR000068,CS_07_2,ChargePoint Trincomalee #2,Trincomalee,DC_50kW,1,22,True,5,1
TR000068,CS_07_3,ChargePoint Trincomalee #3,Trincomalee,AC_7kW,1,19,True,5,0
TR000069,CS_03_1,ChargePoint Kandy #1,Kandy,AC_22kW,3,11,False,5,1
TR000069,CS_03_2,ChargePoint Kandy #2,Kandy,DC_50kW,2,24,True,5,1
TR000069,CS_09_1,ChargePoint Batticaloa #1,Batticaloa,AC_7kW,1,10,True,5,1
TR000070,CS_08_3,ChargePoint Jaffna #3,Jaffna,AC_22kW,1,2,True,5,1
TR000070,CS_02_2,ChargePoint Galle #2,Galle,DC_120kW,1,10,True,5,1
TR000070,CS_08_1,ChargePoint Jaffna #1,Jaffna,DC_120kW,1,19,True,5,0
TR000071,CS_10_1,ChargePoint Ratnapura #1,Ratnapura,AC_22kW,3,7,True,5,1
TR000071,CS_10_2,ChargePoint Ratnapura #2,Ratnapura,AC_7kW,2,19,True,5,0
TR000071,CS_01_1,ChargePoint Colombo #1,Colombo,DC_120kW,2,16,True,5,1
TR000072,CS_05_2,ChargePoint Kurunegala #2,Kurunegala,DC_50kW,2,8,True,5,1
TR000072,CS_08_3,ChargePoint Jaffna #3,Jaffna,AC_22kW,1,2,True,5,0
TR000072,CS_08_2,ChargePoint Jaffna #2,Jaffna,AC_22kW,2,5,True,5,0
TR000073,CS_08_1,ChargePoint Jaffna #1,Jaffna,DC_120kW,1,19,True,5,1
TR000073,CS_08_2,ChargePoint Jaffna #2,Jaffna,AC_22kW,2,5,True,5,1
TR000073,CS_09_2,ChargePoint Batticaloa #2,Batticaloa,AC_7kW,2,2,True,5,1
TR000074,CS_06_1,ChargePoint Anuradhapura #1,Anuradhapura,AC_22kW,3,13,True,5,1
TR000074,CS_06_3,ChargePoint Anuradhapura #3,Anuradhapura,AC_22kW,1,15,True,5,0
TR000074,CS_07_1,ChargePoint Trincomalee #1,Trincomalee,DC_120kW,1,3,True,5,1
TR000075,CS_04_1,ChargePoint Matara #1,Matara,DC_120kW,2,7,False,5,1
TR000075,CS_09_3,ChargePoint Batticaloa #3,Batticaloa,AC_7kW,2,10,False,5,0
TR000075,CS_04_3,ChargePoint Matara #3,Matara,DC_120kW,3,11,True,5,1
TR000076,CS_10_2,ChargePoint Ratnapura #2,Ratnapura,AC_7kW,2,19,True,5,1
TR000076,CS_10_3,ChargePoint Ratnapura #3,Ratnapura,AC_22kW,1,0,True,5,1
TR000076,CS_07_1,ChargePoint Trincomalee #1,Trincomalee,DC_120kW,1,3,True,5,1
TR000077,CS_10_3,ChargePoint Ratnapura #3,Ratnapura,AC_22kW,1,0,True,5,1
TR000077,CS_07_3,ChargePoint Trincomalee #3,Trincomalee,AC_7kW,1,19,True,5,0
TR000077,CS_07_1,ChargePoint Trincomalee #1,Trincomalee,DC_120kW,1,3,True,5,1
TR000078,CS_07_3,ChargePoint Trincomalee #3,Trincomalee,AC_7kW,1,19,True,5,1
TR000078,CS_07_1,ChargePoint Trincomalee #1,Trincomalee,DC_120kW,1,3,True,5,1
TR000078,CS_04_3,ChargePoint Matara #3,Matara,DC_120kW,3,11,True,5,0
TR000079,CS_10_2,ChargePoint Ratnapura #2,Ratnapura,AC_7kW,2,19,True,5,1
TR000079,CS_04_3,ChargePoint Matara #3,Matara,DC_120kW,3,11,True,5,1
TR000079,CS_10_1,ChargePoint Ratnapura #1,Ratnapura,AC_22kW,3,7,True,5,0
TR000080,CS_03_3,ChargePoint Kandy #3,Kandy,DC_50kW,3,17,True,5,1
TR000080,CS_03_1,ChargePoint Kandy #1,Kandy,AC_22kW,3,11,False,5,0
TR000080,CS_06_2,ChargePoint Anuradhapura #2,Anuradhapura,DC_50kW,3,15,True,5,1
TR000081,CS_01_2,ChargePoint Colombo #2,Colombo,AC_22kW,2,27,True,5,1
TR000081,CS_04_2,ChargePoint Matara #2,Matara,DC_120kW,2,11,True,5,1
TR000081,CS_01_1,ChargePoint Colombo #1,Colombo,DC_120kW,2,16,True,5,0
TR000082,CS_01_2,ChargePoint Colombo #2,Colombo,AC_22kW,2,27,True,5,1
TR000082,CS_01_1,ChargePoint Colombo #1,Colombo,DC_120kW,2,16,True,5,1
TR000082,CS_08_2,ChargePoint Jaffna #2,Jaffna,AC_22kW,2,5,True,5,1
TR000083,CS_07_1,ChargePoint Trincomalee #1,Trincomalee,DC_120kW,1,3,True,5,1
TR000083,CS_07_3,ChargePoint Trincomalee #3,Trincomalee,AC_7kW,1,19,True,5,0
TR000083,CS_04_2,ChargePoint Matara #2,Matara,DC_120kW,2,11,True,5,0
TR000084,CS_10_1,ChargePoint Ratnapura #1,Ratnapura,AC_22kW,3,7,True,5,1
TR000084,CS_05_1,ChargePoint Kurunegala #1,Kurunegala,AC_7kW,1,10,True,5,0
TR000084,CS_10_2,ChargePoint Ratnapura #2,Ratnapura,AC_7kW,2,19,True,5,0
TR000085,CS_08_2,ChargePoint Jaffna #2,Jaffna,AC_22kW,2,5,True,5,1
TR000085,CS_08_3,ChargePoint Jaffna #3,Jaffna,AC_22kW,1,2,True,5,1
TR000085,CS_02_3,ChargePoint Galle #3,Galle,DC_120kW,1,17,True,5,0
TR000086,CS_09_1,ChargePoint Batticaloa #1,Batticaloa,AC_7kW,1,10,True,5,1
TR000086,CS_06_3,ChargePoint Anuradhapura #3,Anuradhapura,AC_22kW,1,15,True,5,0
TR000086,CS_09_3,ChargePoint Batticaloa #3,Batticaloa,AC_7kW,2,10,False,5,0
TR000087,CS_02_1,ChargePoint Galle #1,Galle,AC_7kW,2,18,True,5,1
TR000087,CS_02_2,ChargePoint Galle #2,Galle,DC_120kW,1,10,True,5,1
TR000087,CS_02_3,ChargePoint Galle #3,Galle,DC_120kW,1,17,True,5,0
TR000088,CS_10_3,ChargePoint Ratnapura #3,Ratnapura,AC_22kW,1,0,True,5,1
TR000088,CS_10_1,ChargePoint Ratnapura #1,Ratnapura,AC_22kW,3,7,True,5,0
TR000088,CS_07_1,ChargePoint Trincomalee #1,Trincomalee,DC_120kW,1,3,True,5,1
TR000089,CS_08_3,ChargePoint Jaffna #3,Jaffna,AC_22kW,1,2,True,5,1
TR000089,CS_08_1,ChargePoint Jaffna #1,Jaffna,DC_120kW,1,19,True,5,0
TR000089,CS_04_2,ChargePoint Matara #2,Matara,DC_120kW,2,11,True,5,1
TR000090,CS_04_3,ChargePoint Matara #3,Matara,DC_120kW,3,11,True,5,1
TR000090,CS_08_2,ChargePoint Jaffna #2,Jaffna,AC_22kW,2,5,True,5,0
TR000090,CS_08_1,ChargePoint Jaffna #1,Jaffna,DC_120kW,1,19,True,5,0
TR000091,CS_08_2,ChargePoint Jaffna #2,Jaffna,AC_22kW,2,5,True,5,1
TR000091,CS_06_1,ChargePoint Anuradhapura #1,Anuradhapura,AC_22kW,3,13,True,5,0
TR000091,CS_08_1,ChargePoint Jaffna #1,Jaffna,DC_120kW,1,19,True,5,0
TR000092,CS_04_3,ChargePoint Matara #3,Matara,DC_120kW,3,11,True,5,1
TR000092,CS_10_1,ChargePoint Ratnapura #1,Ratnapura,AC_22kW,3,7,True,5,0
TR000092,CS_10_3,ChargePoint Ratnapura #3,Ratnapura,AC_22kW,1,0,True,5,1
TR000093,CS_04_2,ChargePoint Matara #2,Matara,DC_120kW,2,11,True,5,1
TR000093,CS_08_3,ChargePoint Jaffna #3,Jaffna,AC_22kW,1,2,True,5,0
TR000093,CS_08_2,ChargePoint Jaffna #2,Jaffna,AC_22kW,2,5,True,5,0
TR000094,CS_02_1,ChargePoint Galle #1,Galle,AC_7kW,2,18,True,5,1
TR000094,CS_08_1,ChargePoint Jaffna #1,Jaffna,DC_120kW,1,19,True,5,1
TR000094,CS_02_3,ChargePoint Galle #3,Galle,DC_120kW,1,17,True,5,1
TR000095,CS_06_1,ChargePoint Anuradhapura #1,Anuradhapura,AC_22kW,3,13,True,5,1
TR000095,CS_05_2,ChargePoint Kurunegala #2,Kurunegala,DC_50kW,2,8,True,5,1
